gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.3,33237822-33244415,Pseudouridine synthase,4251-4311
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.3,33237822-33244415,Pseudouridine synthase,4391-4521
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.3,33237822-33244415,Pseudouridine synthase,4623-4740
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.3,33237822-33244415,Pseudouridine synthase,4890-4919
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,119-131
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,223-285
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,793-936
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,1134-1200
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,1384-1456
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,1641-1686
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,1769-1879
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,3472-3538
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,3947-4003
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase I,4248-4267
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,1422-1456
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,1641-1686
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,1769-1879
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,3472-3538
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,3947-4003
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.4,33237825-33244459,Pseudouridine synthase,4248-4273
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,1420-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase,5482-5493
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,117-129
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,221-283
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,791-934
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1132-1198
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1382-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,5482-5583
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,5659-5727
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,5987-6039
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4288-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,5482-5580
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,1435-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase Pus3-like,4881-4988
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1426-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4881-4964
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4410-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.5,33237827-33244414,Pseudouridine synthase I,4881-4991
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,1420-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase,5482-5493
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,117-129
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,221-283
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,791-934
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1132-1198
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1382-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,5482-5583
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,5659-5727
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,5987-6039
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4288-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4881-5004
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,5482-5580
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,1435-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase Pus3-like,4881-4988
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1426-1454
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1639-1684
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,1767-1877
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,3470-3536
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,3945-4035
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4246-4306
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4386-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4881-4964
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4410-4516
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4618-4735
BaRT2v18chr3HG122920,BaRT2v18chr3HG122920.6,33237827-33244461,Pseudouridine synthase I,4881-4991
BaRT2v18chr3HG123100,BaRT2v18chr3HG123100.1,34646065-34648257,Lateral organ boundaries,1054-1357
BaRT2v18chr3HG123100,BaRT2v18chr3HG123100.1,34646065-34648257,Lateral organ boundaries,1057-1348
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat,1994-2003
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat,2111-2254
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat,2342-2367
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,3788-4039
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,4749-5140
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,5772-5937
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,1377-1396
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,1674-1806
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,1932-2003
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,2111-2254
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,2342-2413
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,2504-2563
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat domain superfamily,2695-2755
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,3785-4039
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,4749-5140
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,5772-5946
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase-like domain superfamily,3716-4039
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase-like domain superfamily,4749-5140
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase-like domain superfamily,5772-5949
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase,3803-3869
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Serine/threonine-protein kinase,4864-4900
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,3785-4039
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,4749-5140
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Protein kinase domain,5772-5976
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat-containing N-terminal,1389-1396
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.1,33138641-33145156,Leucine-rich repeat-containing N-terminal,1674-1784
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat-containing N-terminal,416-423
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat-containing N-terminal,701-811
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat domain superfamily,401-423
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat domain superfamily,701-833
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat domain superfamily,959-1028
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.10,33139614-33145005,Leucine-rich repeat domain superfamily,1138-1164
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,2812-3063
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,3773-4131
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Serine/threonine-protein kinase,3888-3924
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,2809-3063
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,3773-4290
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat-containing N-terminal,413-420
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat-containing N-terminal,698-808
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase-like domain superfamily,2740-3063
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase-like domain superfamily,3773-4203
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase,2827-2893
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat,1018-1027
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat,1135-1278
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat,1366-1391
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,401-420
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,698-830
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,956-1027
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,1135-1278
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,1366-1437
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,1528-1587
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Leucine-rich repeat domain superfamily,1719-1779
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,2809-3063
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.11,33139617-33145005,Protein kinase domain,3773-4263
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase-like domain superfamily,2715-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase-like domain superfamily,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase-like domain superfamily,4771-4948
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,4771-4945
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,2787-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,4771-4936
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase domain,4771-4975
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Serine/threonine-protein kinase,3863-3899
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,376-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,1503-1562
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat domain superfamily,1694-1754
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat,993-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Leucine-rich repeat,1341-1366
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.12,33139642-33145005,Protein kinase,2802-2868
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat,993-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat,1341-1366
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,2787-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,4771-4936
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,376-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,1503-1562
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat domain superfamily,1694-1754
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,4771-4945
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase-like domain superfamily,2715-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase-like domain superfamily,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase-like domain superfamily,4771-4948
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase,2802-2868
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Serine/threonine-protein kinase,3863-3899
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,3748-4139
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Protein kinase domain,4771-4975
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.13,33139642-33145012,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase-like domain superfamily,2715-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase-like domain superfamily,3748-4178
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase,2802-2868
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Serine/threonine-protein kinase,3863-3899
