gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,17490-17672
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,18910-19764
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,19886-20182
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,20651-21289
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,21851-21998
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,22161-22282
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,coding_region,22391-22753
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,3' utr,22754-23007
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,1-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,2358-3607
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,3707-3897
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,4787-4887
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,5753-5828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,6298-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,6509-6590
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,6732-6804
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,6895-7069
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,7297-7427
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,7505-7593
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,7792-7880
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,7974-8186
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,10346-10423
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,25101-25283
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,26521-27375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,27497-27793
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,28262-28900
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,29462-29609
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,29772-29893
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,exon,30002-30881
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,782-1165
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,1250-1932
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,2210-2357
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,3608-3706
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,3898-4786
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,4888-5752
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,5829-6297
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,6430-6508
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,6591-6731
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,6805-6894
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,7070-7296
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,7428-7504
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,7594-7791
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,7881-7973
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,8187-10345
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,10424-25100
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,25284-26520
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,27376-27496
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,27794-28261
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,28901-29461
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,29610-29771
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,intron,29894-30001
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,5' utr,1-103
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,coding_region,104-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,coding_region,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,coding_region,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,coding_region,2358-2776
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,2777-3607
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,3707-3897
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,4787-4887
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,5753-5828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,6298-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,6509-6590
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,6732-6804
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,6895-7069
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,7297-7427
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,7505-7593
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,7792-7880
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,7974-8186
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,10346-10423
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,25101-25283
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,26521-27375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,27497-27793
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,28262-28900
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,29462-29609
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,29772-29893
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,3' utr,30002-30881
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,1-745
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,1130-1213
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,1994-2173
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,2322-2572
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,3394-3571
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,3671-3861
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,4751-4851
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,5717-5792
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,6473-6554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,6696-6768
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,6859-7033
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,7261-7391
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,7469-7557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,7756-7844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,7938-8150
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,10310-10387
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,25065-25247
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,26485-27339
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,27461-27757
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,28226-28864
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,29426-29573
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,29736-29857
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,exon,29966-30535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,746-1129
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,1214-1993
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,2174-2321
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,2573-3393
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,3572-3670
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,3862-4750
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,4852-5716
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,5793-6472
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,6555-6695
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,6769-6858
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,7034-7260
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,7392-7468
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,7558-7755
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,7845-7937
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,8151-10309
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,10388-25064
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,25248-26484
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,27340-27460
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,27758-28225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,28865-29425
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,29574-29735
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,intron,29858-29965
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,5' utr,1-67
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,coding_region,68-745
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,coding_region,1130-1213
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,coding_region,1994-2104
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,2105-2173
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,2322-2572
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,3394-3571
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,3671-3861
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,4751-4851
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,5717-5792
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,6473-6554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,6696-6768
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,6859-7033
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,7261-7391
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,7469-7557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,7756-7844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,7938-8150
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,10310-10387
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,25065-25247
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,26485-27339
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,27461-27757
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,28226-28864
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,29426-29573
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,29736-29857
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,3' utr,29966-30535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,1-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,3378-3555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,3655-3845
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,4740-4835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,5701-5776
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,6246-6377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,6457-6538
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,6680-6752
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,6843-7017
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,7245-7375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,7453-7541
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,7740-7828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,7922-8134
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,10294-10371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,25049-25231
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,26469-27323
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,27445-27741
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,28210-28848
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,29410-29557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,29720-29841
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,exon,29950-30507
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,730-1113
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,1198-1880
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,2158-2305
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,2557-3377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,3556-3654
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,3846-4739
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,4836-5700
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,5777-6245
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,6378-6456
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,6539-6679
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,6753-6842
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,7018-7244
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,7376-7452
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,7542-7739
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,7829-7921
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,8135-10293
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,10372-25048
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,25232-26468
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,27324-27444
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,27742-28209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,28849-29409
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,29558-29719
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,intron,29842-29949
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,5' utr,1-51
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,52-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,3378-3555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,3655-3845
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,coding_region,4740-4748
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,4749-4835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,5701-5776
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,6246-6377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,6457-6538
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,6680-6752
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,6843-7017
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,7245-7375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,7453-7541
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,7740-7828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,7922-8134
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,10294-10371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,25049-25231
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,26469-27323
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,27445-27741
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,28210-28848
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,29410-29557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,29720-29841
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,3' utr,29950-30507
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,1-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,3384-3555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,3655-3845
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,4740-4835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,5701-5776
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,6246-6377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,6457-6538
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,6680-6752
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,6843-7017
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,7245-7375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,7453-7541
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,7740-7828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,7922-8134
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,10294-10371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,25049-25231
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,26469-27323
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,27445-27741
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,28210-28848
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,29410-29557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,29720-29841
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,exon,29950-30507
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,730-1113
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,1198-1880
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,2158-2305
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,2557-3383
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,3556-3654
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,3846-4739
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,4836-5700
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,5777-6245
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,6378-6456
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,6539-6679
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,6753-6842
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,7018-7244
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,7376-7452
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,7542-7739
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,7829-7921
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,8135-10293
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,10372-25048
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,25232-26468
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,27324-27444
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,27742-28209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,28849-29409
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,29558-29719
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,intron,29842-29949
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,5' utr,1-51
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,52-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,3384-3555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,3655-3845
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,coding_region,4740-4748
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,4749-4835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,5701-5776
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,6246-6377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,6457-6538
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,6680-6752
